SpecID,Subphylum
Spec999,Ascomycota
Spec1000,Ascomycota
Spec1001,Ascomycota
Spec1002,Ascomycota
Spec1003,Ascomycota
Spec1004,Ascomycota
Spec1005,Ascomycota
Spec1006,Ascomycota
Spec1007,Ascomycota
Spec1008,Ascomycota
Spec1009,Ascomycota
Spec1010,Ascomycota
Spec1011,Ascomycota
Spec1012,Ascomycota
Spec1013,Ascomycota
Spec1014,Ascomycota
Spec1015,Ascomycota
Spec1016,Ascomycota
Spec1017,Ascomycota
Spec1018,Ascomycota
Spec1019,Ascomycota
Spec1020,Ascomycota
Spec1021,Ascomycota
Spec1022,Ascomycota
Spec1023,Ascomycota
Spec1024,Ascomycota
Spec760,Ascomycota
Spec1025,Ascomycota
Spec1026,Basidiomycota
Spec1027,Ascomycota
Spec1028,Ascomycota
Spec1029,Basidiomycota
Spec1030,Ascomycota
Spec1031,Ascomycota
Spec1032,Ascomycota
Spec1033,Ascomycota
Spec1034,Ascomycota
Spec1035,Ascomycota
Spec1036,Ascomycota
Spec1037,Ascomycota
Spec1038,Ascomycota
Spec1039,Ascomycota
Spec1040,Ascomycota
Spec1041,Ascomycota
Spec1042,Ascomycota
Spec1043,Ascomycota
Spec1044,Ascomycota
Spec1045,Ascomycota
Spec1046,Ascomycota
Spec1047,Ascomycota
Spec1048,Ascomycota
Spec1049,Ascomycota
Spec1050,Ascomycota
Spec1051,Ascomycota
Spec1052,Ascomycota
Spec1053,Ascomycota
Spec1054,Ascomycota
Spec1055,Ascomycota
Spec1056,Ascomycota
Spec1057,Ascomycota
Spec1058,Ascomycota
Spec1059,Ascomycota
Spec1060,Ascomycota
Spec1061,Ascomycota
Spec1062,Ascomycota
Spec1063,Ascomycota
Spec791,Ascomycota
Spec1064,Ascomycota
Spec1065,Ascomycota
Spec1066,Ascomycota
Spec1067,Ascomycota
Spec1068,Ascomycota
Spec1069,Ascomycota
Spec792,Ascomycota
Spec1070,Ascomycota
Spec1071,Ascomycota
Spec1072,Ascomycota
Spec1073,Ascomycota
Spec1074,Ascomycota
Spec1075,Ascomycota
Spec1076,Ascomycota
Spec1077,Ascomycota
Spec1078,Ascomycota
Spec1079,Ascomycota
Spec1080,Ascomycota
Spec1081,Ascomycota
Spec1082,Ascomycota
Spec1083,Ascomycota
Spec1084,Ascomycota
Spec1085,Ascomycota
Spec1086,Ascomycota
Spec1084,Ascomycota
Spec1087,Ascomycota
Spec1088,Ascomycota
Spec1089,Ascomycota
Spec1090,Ascomycota
Spec1091,Ascomycota
Spec1092,Ascomycota
Spec1093,Ascomycota
Spec1094,Ascomycota
Spec1095,Ascomycota
Spec1096,Ascomycota
Spec1097,Ascomycota
Spec1098,Ascomycota
Spec1099,Ascomycota
Spec1100,Ascomycota
Spec1101,Ascomycota
Spec1102,Ascomycota
Spec1103,Ascomycota
Spec1104,Ascomycota
Spec1105,Ascomycota
Spec1106,Ascomycota
Spec1107,Ascomycota
Spec1108,Ascomycota
Spec1109,Ascomycota
Spec1110,Ascomycota
Spec1111,Ascomycota
Spec1112,Ascomycota
Spec1113,Ascomycota
Spec1114,Ascomycota
Spec1115,Ascomycota
Spec578,Basidiomycota
Spec1116,Ascomycota
Spec1117,Ascomycota
Spec1118,Ascomycota
Spec1119,Ascomycota
Spec1120,Ascomycota
Spec1121,Ascomycota
Spec1122,Ascomycota
Spec1123,Ascomycota
Spec1124,Ascomycota
Spec1125,Ascomycota
Spec1116,Ascomycota
Spec1126,Ascomycota
Spec1127,Ascomycota
Spec1128,Ascomycota
Spec1129,Ascomycota
Spec1130,Ascomycota
Spec1131,Ascomycota
Spec1132,Ascomycota
Spec1133,Ascomycota
Spec1134,Ascomycota
Spec1135,Ascomycota
Spec1136,Ascomycota
Spec1137,Ascomycota
Spec1138,Ascomycota
Spec1139,Ascomycota
Spec1140,Ascomycota
Spec1141,Ascomycota
Spec1142,Ascomycota
Spec1143,Ascomycota
Spec1144,Ascomycota
Spec1145,Ascomycota
Spec1146,Ascomycota
Spec1147,Ascomycota
Spec1132,Ascomycota
Spec1148,Ascomycota
Spec1149,Ascomycota
Spec1150,Ascomycota
Spec1151,Ascomycota
Spec1152,Ascomycota
Spec1153,Ascomycota
Spec1154,Ascomycota
Spec1155,Ascomycota
Spec1156,Ascomycota
Spec1157,Ascomycota
Spec1158,Ascomycota
Spec1159,Ascomycota
Spec1160,Ascomycota
Spec1161,Ascomycota
Spec1162,Ascomycota
Spec1163,Ascomycota
Spec1164,Ascomycota
Spec1165,Ascomycota
Spec1166,Ascomycota
Spec1167,Ascomycota
Spec1168,Ascomycota
Spec1169,Ascomycota
Spec1170,Ascomycota
Spec1171,Ascomycota
Spec1172,Ascomycota
Spec1173,Ascomycota
Spec1174,Ascomycota
Spec1175,Ascomycota
Spec1176,Ascomycota
Spec1177,Ascomycota
Spec1178,Ascomycota
Spec1179,Ascomycota
Spec1180,Ascomycota
Spec1181,Ascomycota
Spec1182,Ascomycota
Spec1183,Ascomycota
Spec1184,Ascomycota
Spec1185,Ascomycota
Spec1186,Ascomycota
Spec1187,Ascomycota
Spec1188,Ascomycota
Spec1189,Ascomycota
Spec1190,Ascomycota
Spec1191,Ascomycota
Spec1187,Ascomycota
Spec1192,Ascomycota
Spec1193,Ascomycota
Spec1194,Ascomycota
Spec1195,Ascomycota
Spec1196,Ascomycota
Spec1197,Ascomycota
Spec1198,Ascomycota
Spec1199,Ascomycota
Spec1200,Ascomycota
Spec1201,Ascomycota
Spec1202,Ascomycota
Spec1203,Ascomycota
Spec1202,Ascomycota
Spec1204,Ascomycota
Spec1205,Ascomycota
Spec1206,Ascomycota
Spec1190,Ascomycota
Spec1207,Ascomycota
Spec671,Basidiomycota
Spec1208,Ascomycota
Spec1209,Ascomycota
Spec1210,Ascomycota
Spec1211,Ascomycota
Spec646,Ascomycota
Spec830,Basidiomycota
Spec1212,Basidiomycota
Spec563,Ascomycota
Spec1213,Basidiomycota
Spec563,Ascomycota
Spec1214,Ascomycota
Spec1204,Ascomycota
Spec1185,Ascomycota
Spec1210,Ascomycota
Spec1215,Ascomycota
Spec1216,Ascomycota
Spec1216,Ascomycota
Spec1217,Ascomycota
Spec1218,NA
Spec1207,Ascomycota
Spec1188,Ascomycota
Spec1219,Ascomycota
Spec1220,Ascomycota
Spec1221,Ascomycota
Spec1222,Ascomycota
Spec1223,Ascomycota
Spec1224,Ascomycota
Spec1225,Ascomycota
Spec1226,Ascomycota
Spec1227,Ascomycota
Spec1228,Ascomycota
Spec1229,Ascomycota
Spec1230,Ascomycota
Spec1231,Ascomycota
Spec1232,Ascomycota
Spec1233,Ascomycota
Spec1234,Ascomycota
Spec1235,Ascomycota
Spec1236,Ascomycota
Spec1237,Ascomycota
Spec1238,Ascomycota
Spec1239,Ascomycota
Spec1240,Ascomycota
Spec1241,Ascomycota
Spec1242,Ascomycota
Spec1243,Ascomycota
Spec1244,Ascomycota
Spec1245,Ascomycota
Spec1246,Ascomycota
Spec1247,Ascomycota
Spec1248,Ascomycota
Spec1249,Ascomycota
Spec1250,Ascomycota
Spec1251,Ascomycota
Spec1252,Ascomycota
Spec1253,Ascomycota
Spec1254,Ascomycota
Spec1255,Ascomycota
Spec1256,Ascomycota
Spec1257,Ascomycota
Spec1258,Ascomycota
Spec1259,Ascomycota
Spec1260,Ascomycota
Spec1261,Ascomycota
Spec1262,Ascomycota
Spec1263,Ascomycota
Spec1264,Ascomycota
Spec1265,Ascomycota
Spec1266,Ascomycota
Spec1267,Ascomycota
Spec1268,Ascomycota
Spec1269,Ascomycota
Spec1270,Ascomycota
Spec1194,Ascomycota
Spec1203,Ascomycota
Spec795,Ascomycota
Spec795,Ascomycota
Spec1271,Ascomycota
Spec1218,NA
Spec1188,Ascomycota
Spec1215,Ascomycota
Spec1272,Ascomycota
Spec1271,Ascomycota
Spec1273,Ascomycota
Spec1274,Ascomycota
Spec1275,Ascomycota
Spec1191,Ascomycota
Spec1185,Ascomycota
Spec1274,Ascomycota
Spec1276,Ascomycota
Spec1277,Ascomycota
Spec1278,Ascomycota
Spec1279,Ascomycota
Spec1186,Ascomycota
Spec1206,Ascomycota
Spec1204,Ascomycota
Spec1206,Ascomycota
Spec1280,Ascomycota
Spec1281,Ascomycota
Spec1282,NA
Spec1283,Ascomycota
Spec1284,Basidiomycota
Spec1285,Mucoromycota
Spec1285,Mucoromycota
Spec1286,Ascomycota
Spec1217,Ascomycota
Spec1270,Ascomycota
Spec1287,Ascomycota
Spec1288,Ascomycota
Spec1280,Ascomycota
Spec1211,Ascomycota
Spec1276,Ascomycota
Spec1215,Ascomycota
Spec1195,Ascomycota
Spec1208,Ascomycota
Spec1281,Ascomycota
Spec1193,Ascomycota
Spec1288,Ascomycota
Spec1289,Ascomycota
Spec1202,Ascomycota
Spec1290,Ascomycota
Spec1291,Ascomycota
Spec1283,Ascomycota
Spec1195,Ascomycota
Spec1287,Ascomycota
Spec1216,Ascomycota
Spec1292,Ascomycota
Spec1292,Ascomycota
Spec1192,Ascomycota
Spec1209,Ascomycota
Spec1293,Mucoromycota
Spec1294,Ascomycota
Spec1295,Mucoromycota
Spec563,Ascomycota
Spec690,Ascomycota
Spec563,Ascomycota
Spec1296,Ascomycota
Spec1286,Ascomycota
Spec1290,Ascomycota
Spec1297,Ascomycota
Spec1284,Basidiomycota
Spec1026,Basidiomycota
Spec767,Ascomycota
Spec1214,Ascomycota
Spec1298,Ascomycota
Spec1279,Ascomycota
Spec1299,Ascomycota
Spec1210,Ascomycota
Spec1189,Ascomycota
Spec678,Ascomycota
Spec1274,Ascomycota
Spec678,Ascomycota
Spec1273,Ascomycota
Spec1287,Ascomycota
Spec1289,Ascomycota
Spec1274,Ascomycota
Spec1300,Ascomycota
Spec1273,Ascomycota
Spec1277,Ascomycota
Spec1195,Ascomycota
Spec1272,Ascomycota
Spec1300,Ascomycota
Spec1275,Ascomycota
Spec1278,Ascomycota
Spec1291,Ascomycota
Spec1300,Ascomycota
Spec1298,Ascomycota
Spec1301,Ascomycota
Spec1299,Ascomycota
Spec1302,Mucoromycota
Spec1303,Ascomycota
Spec1304,Basidiomycota
Spec1305,Basidiomycota
Spec1306,Basidiomycota
Spec1307,Chytridiomycota
Spec1308,Mucoromycota
Spec1309,Chytridiomycota
Spec1310,Basidiomycota
Spec1311,Basidiomycota
Spec1312,Basidiomycota
Spec1313,Basidiomycota
Spec1314,Basidiomycota
Spec1315,Basidiomycota
Spec1316,Chytridiomycota
Spec1317,Basidiomycota
Spec1318,Basidiomycota
Spec771,Basidiomycota
Spec1319,Basidiomycota
Spec1320,Basidiomycota
Spec1321,Basidiomycota
Spec1304,Basidiomycota
Spec1322,Ascomycota
Spec1323,Ascomycota
Spec1324,Basidiomycota
Spec1325,Ascomycota
Spec1326,Ascomycota
Spec1327,Basidiomycota
Spec1328,Basidiomycota
Spec1329,Ascomycota
Spec771,Basidiomycota
Spec1330,Ascomycota
Spec1331,Ascomycota
Spec1332,Ascomycota
Spec1333,Basidiomycota
Spec578,Basidiomycota
Spec1334,Basidiomycota
Spec776,Ascomycota
Spec770,Ascomycota
Spec766,Ascomycota
Spec769,Ascomycota
Spec1335,Ascomycota
Spec769,Ascomycota
Spec843,Ascomycota
Spec770,Ascomycota
Spec1335,Ascomycota
Spec773,Ascomycota
Spec769,Ascomycota
Spec1336,Ascomycota
Spec843,Ascomycota
Spec766,Ascomycota
Spec1336,Ascomycota
Spec773,Ascomycota
Spec769,Ascomycota
Spec1337,Basidiomycota
Spec1338,Zoopagomycota
Spec1339,Chytridiomycota
Spec1340,Chytridiomycota
Spec1333,Basidiomycota
Spec1341,Basidiomycota
Spec1342,Mucoromycota
Spec1343,Basidiomycota
Spec1344,Ascomycota
Spec1345,Basidiomycota
Spec1346,Basidiomycota
Spec693,Ascomycota
Spec578,Basidiomycota
Spec1347,Ascomycota
Spec1348,Basidiomycota
Spec1349,Basidiomycota
Spec1350,Ascomycota
Spec1351,Ascomycota
Spec1352,Basidiomycota
Spec1353,Basidiomycota
Spec1350,Ascomycota
Spec1354,Basidiomycota
Spec1355,Ascomycota
Spec1356,Ascomycota
Spec1357,Basidiomycota
Spec1358,Ascomycota
Spec1359,Ascomycota
Spec1360,Ascomycota
Spec1341,Basidiomycota
Spec1350,Ascomycota
Spec1361,Ascomycota
Spec1362,Basidiomycota
Spec1363,Ascomycota
Spec1364,Basidiomycota
Spec1355,Ascomycota
Spec1365,Ascomycota
Spec1366,Mucoromycota
Spec1029,Basidiomycota
Spec1367,Ascomycota
Spec1367,Ascomycota
Spec1358,Ascomycota
Spec1368,Ascomycota
Spec1369,Basidiomycota
Spec1370,Ascomycota
Spec1371,Ascomycota
Spec1372,Ascomycota
Spec1333,Basidiomycota
Spec1373,Basidiomycota
Spec1370,Ascomycota
Spec1374,Basidiomycota
Spec1333,Basidiomycota
Spec1306,Basidiomycota
Spec1375,Basidiomycota
Spec1329,Ascomycota
Spec1376,Ascomycota
Spec1317,Basidiomycota
Spec1359,Ascomycota
Spec1377,Ascomycota
Spec1336,Ascomycota
Spec1378,Ascomycota
Spec1379,Ascomycota
Spec1380,Ascomycota
Spec1381,Ascomycota
Spec1382,Ascomycota
Spec1311,Basidiomycota
Spec1347,Ascomycota
Spec1383,Basidiomycota
Spec1384,Ascomycota
Spec1385,Basidiomycota
Spec1386,Basidiomycota
Spec1330,Ascomycota
Spec1387,Chytridiomycota
Spec1375,Basidiomycota
Spec1388,Chytridiomycota
Spec1330,Ascomycota
Spec1333,Basidiomycota
Spec1333,Basidiomycota
Spec692,Ascomycota
Spec1389,Chytridiomycota
Spec1390,Ascomycota
Spec1332,Ascomycota
Spec1391,Basidiomycota
Spec1384,Ascomycota
Spec1392,Ascomycota
Spec1311,Basidiomycota
Spec1315,Basidiomycota
Spec1372,Ascomycota
Spec1311,Basidiomycota
Spec1390,Ascomycota
Spec1393,Basidiomycota
Spec1315,Basidiomycota
Spec1315,Basidiomycota
Spec1333,Basidiomycota
Spec1335,Ascomycota
Spec1394,Ascomycota
Spec1395,Chytridiomycota
Spec1116,Ascomycota
Spec1396,Basidiomycota
Spec1397,Basidiomycota
Spec1398,Ascomycota
Spec1399,Basidiomycota
Spec1397,Basidiomycota
Spec1400,Basidiomycota
Spec1399,Basidiomycota
Spec1399,Basidiomycota
Spec1400,Basidiomycota
Spec1396,Basidiomycota
Spec1342,Mucoromycota
Spec1397,Basidiomycota
Spec1400,Basidiomycota
Spec1401,Ascomycota
Spec1400,Basidiomycota
Spec1402,Basidiomycota
Spec1400,Basidiomycota
Spec578,Basidiomycota
Spec1364,Basidiomycota
Spec1397,Basidiomycota
Spec774,Basidiomycota
Spec1399,Basidiomycota
Spec1402,Basidiomycota
Spec1397,Basidiomycota
Spec1402,Basidiomycota
Spec1399,Basidiomycota
Spec1402,Basidiomycota
Spec1402,Basidiomycota
Spec1403,Basidiomycota
Spec1404,Basidiomycota
Spec1405,Basidiomycota
Spec1406,Chytridiomycota
Spec759,Basidiomycota
Spec1403,Basidiomycota
Spec1407,Basidiomycota
Spec1408,Basidiomycota
Spec1213,Basidiomycota
Spec1409,Basidiomycota
Spec1410,Basidiomycota
Spec1411,Basidiomycota
Spec1404,Basidiomycota
Spec1412,Basidiomycota
Spec1413,Basidiomycota
Spec1414,Basidiomycota
Spec1415,Basidiomycota
Spec1416,Basidiomycota
Spec1417,Basidiomycota
Spec1417,Basidiomycota
Spec1414,Basidiomycota
Spec1418,Basidiomycota
Spec1419,Basidiomycota
Spec1420,Basidiomycota
Spec1411,Basidiomycota
Spec1407,Basidiomycota
Spec1421,Basidiomycota
Spec1422,Basidiomycota
Spec1423,Basidiomycota
Spec1423,Basidiomycota
Spec1424,Basidiomycota
Spec1425,Basidiomycota
Spec1426,Basidiomycota
Spec1427,Basidiomycota
Spec1428,Basidiomycota
Spec1429,Basidiomycota
Spec1430,Basidiomycota
Spec1431,Basidiomycota
Spec1432,Basidiomycota
Spec1433,Basidiomycota
Spec1434,Basidiomycota
Spec1435,Basidiomycota
Spec1436,Basidiomycota
Spec1349,Basidiomycota
Spec1430,Basidiomycota
Spec1437,Basidiomycota
Spec1213,Basidiomycota
Spec1364,Basidiomycota
Spec1438,Basidiomycota
Spec1439,Basidiomycota
Spec1440,Basidiomycota
Spec1213,Basidiomycota
Spec1441,Basidiomycota
Spec1442,Basidiomycota
Spec1443,Basidiomycota
Spec1444,Basidiomycota
Spec1445,Basidiomycota
Spec1305,Basidiomycota
Spec1446,Basidiomycota
Spec1447,Basidiomycota
Spec1448,Basidiomycota
Spec1449,Basidiomycota
Spec1450,Basidiomycota
Spec1451,Basidiomycota
Spec1452,Basidiomycota
Spec1453,Basidiomycota
Spec1454,Basidiomycota
Spec1455,Basidiomycota
Spec1456,Basidiomycota
Spec1457,Basidiomycota
Spec192,Basidiomycota
Spec1457,Basidiomycota
Spec671,Basidiomycota
Spec1450,Basidiomycota
Spec1456,Basidiomycota
Spec1458,Basidiomycota
Spec1459,Basidiomycota
Spec1460,Basidiomycota
Spec1461,Basidiomycota
Spec1462,Basidiomycota
Spec1463,Basidiomycota
Spec1454,Basidiomycota
Spec1416,Basidiomycota
Spec1393,Basidiomycota
Spec1417,Basidiomycota
Spec1450,Basidiomycota
Spec1455,Basidiomycota
Spec1464,Basidiomycota
Spec1465,Basidiomycota
Spec1466,Basidiomycota
Spec1414,Basidiomycota
Spec1413,Basidiomycota
Spec1467,Basidiomycota
Spec1468,Basidiomycota
Spec1321,Basidiomycota
Spec1469,Basidiomycota
Spec1422,Basidiomycota
Spec1430,Basidiomycota
Spec1470,Basidiomycota
Spec1471,Basidiomycota
Spec1472,Basidiomycota
Spec1473,Basidiomycota
Spec1422,Basidiomycota
Spec1474,Basidiomycota
Spec1474,Basidiomycota
Spec1475,Basidiomycota
Spec1458,Basidiomycota
Spec192,Basidiomycota
Spec1306,Basidiomycota
Spec1476,Basidiomycota
Spec1306,Basidiomycota
Spec1375,Basidiomycota
Spec1477,Basidiomycota
Spec1478,Basidiomycota
Spec1479,Basidiomycota
Spec1375,Basidiomycota
Spec1480,Basidiomycota
Spec1481,Basidiomycota
Spec1375,Basidiomycota
Spec1480,Basidiomycota
Spec1306,Basidiomycota
Spec1464,Basidiomycota
Spec1470,Basidiomycota
Spec1482,Basidiomycota
Spec1408,Basidiomycota
Spec1475,Basidiomycota
Spec1419,Basidiomycota
Spec1483,Basidiomycota
Spec1461,Basidiomycota
Spec1412,Basidiomycota
Spec1484,Basidiomycota
Spec1485,Basidiomycota
Spec1485,Basidiomycota
Spec1485,Basidiomycota
Spec1408,Basidiomycota
Spec1486,Basidiomycota
Spec1407,Basidiomycota
Spec1405,Basidiomycota
Spec1487,Basidiomycota
Spec1488,Basidiomycota
Spec1489,Basidiomycota
Spec1490,Basidiomycota
Spec1310,Basidiomycota
Spec1489,Basidiomycota
Spec1491,Basidiomycota
Spec1470,Basidiomycota
Spec1492,Basidiomycota
Spec1493,Basidiomycota
Spec1484,Basidiomycota
Spec1484,Basidiomycota
Spec1412,Basidiomycota
Spec1488,Basidiomycota
Spec1380,Ascomycota
Spec1379,Ascomycota
Spec1378,Ascomycota
Spec1376,Ascomycota
Spec1494,Ascomycota
Spec1378,Ascomycota
Spec1494,Ascomycota
Spec844,Mucoromycota
Spec1377,Ascomycota
Spec1495,Mucoromycota
Spec844,Mucoromycota
Spec1496,Basidiomycota
Spec1377,Ascomycota
Spec1376,Ascomycota
Spec1351,Ascomycota
Spec1497,Basidiomycota
Spec1498,Basidiomycota
Spec1499,Basidiomycota
Spec1407,Basidiomycota
Spec1500,Basidiomycota
Spec1501,Basidiomycota
Spec1466,Basidiomycota
Spec1475,Basidiomycota
Spec1474,Basidiomycota
Spec1502,Basidiomycota
Spec759,Basidiomycota
Spec1407,Basidiomycota
Spec1415,Basidiomycota
Spec1499,Basidiomycota
Spec1461,Basidiomycota
Spec1500,Basidiomycota
Spec1503,Basidiomycota
Spec1504,Basidiomycota
Spec1505,Basidiomycota
Spec1506,Basidiomycota
Spec1507,Basidiomycota
Spec1508,Basidiomycota
Spec1509,Basidiomycota
Spec1434,Basidiomycota
Spec1473,Basidiomycota
Spec1502,Basidiomycota
Spec1490,Basidiomycota
Spec1305,Basidiomycota
Spec1305,Basidiomycota
Spec1473,Basidiomycota
Spec1448,Basidiomycota
Spec1463,Basidiomycota
Spec1510,Basidiomycota
Spec1465,Basidiomycota
Spec1463,Basidiomycota
Spec1511,Basidiomycota
Spec1512,Basidiomycota
Spec1513,Basidiomycota
Spec1510,Basidiomycota
Spec1514,Basidiomycota
Spec1515,Basidiomycota
Spec0,Basidiomycota
Spec1516,Basidiomycota
Spec1517,Basidiomycota
Spec1518,Basidiomycota
Spec1519,Basidiomycota
Spec1520,Basidiomycota
Spec1409,Basidiomycota
Spec1521,Basidiomycota
Spec1409,Basidiomycota
Spec1362,Basidiomycota
Spec1522,Basidiomycota
Spec1410,Basidiomycota
Spec1362,Basidiomycota
Spec1496,Basidiomycota
Spec1482,Basidiomycota
Spec1489,Basidiomycota
Spec1310,Basidiomycota
Spec1500,Basidiomycota
Spec1485,Basidiomycota
Spec1521,Basidiomycota
Spec1523,Basidiomycota
Spec1498,Basidiomycota
Spec1524,Basidiomycota
Spec1521,Basidiomycota
Spec1500,Basidiomycota
Spec1502,Basidiomycota
Spec1310,Basidiomycota
Spec1448,Basidiomycota
Spec1524,Basidiomycota
Spec1476,Basidiomycota
Spec1496,Basidiomycota
Spec1521,Basidiomycota
Spec1525,Basidiomycota
Spec1526,Basidiomycota
Spec1527,Basidiomycota
Spec1528,Basidiomycota
Spec1502,Basidiomycota
Spec1429,Basidiomycota
Spec1529,Basidiomycota
Spec1530,Basidiomycota
Spec1531,Ascomycota
Spec793,Basidiomycota
Spec1531,Ascomycota
Spec1532,Ascomycota
Spec1533,Basidiomycota
Spec1531,Ascomycota
Spec1471,Basidiomycota
Spec1420,Basidiomycota
Spec1382,Ascomycota
Spec1532,Ascomycota
Spec1485,Basidiomycota
Spec1534,Basidiomycota
Spec1535,Basidiomycota
Spec1410,Basidiomycota
Spec1536,Basidiomycota
Spec1537,Basidiomycota
Spec1522,Basidiomycota
Spec1213,Basidiomycota
Spec794,Basidiomycota
Spec1432,Basidiomycota
Spec1538,Basidiomycota
Spec1539,Basidiomycota
Spec794,Basidiomycota
Spec1540,Basidiomycota
Spec1435,Basidiomycota
Spec1324,Basidiomycota
Spec1324,Basidiomycota
Spec1324,Basidiomycota
Spec1541,Basidiomycota
Spec1313,Basidiomycota
Spec1542,Basidiomycota
Spec1543,Basidiomycota
Spec1544,Basidiomycota
Spec1431,Basidiomycota
Spec1478,Basidiomycota
Spec1317,Basidiomycota
Spec1391,Basidiomycota
Spec1391,Basidiomycota
Spec1435,Basidiomycota
Spec1391,Basidiomycota
Spec1412,Basidiomycota
Spec1523,Basidiomycota
Spec1545,Basidiomycota
Spec1496,Basidiomycota
Spec1546,Basidiomycota
Spec1409,Basidiomycota
Spec1408,Basidiomycota
Spec1473,Basidiomycota
Spec764,Basidiomycota
Spec1404,Basidiomycota
Spec1547,Basidiomycota
Spec1548,Basidiomycota
Spec1541,Basidiomycota
Spec1545,Basidiomycota
Spec1549,Basidiomycota
Spec1550,Basidiomycota
Spec1432,Basidiomycota
Spec1526,Basidiomycota
Spec1467,Basidiomycota
Spec1551,Basidiomycota
Spec1432,Basidiomycota
Spec1493,Basidiomycota
Spec1432,Basidiomycota
Spec1552,NA
Spec1532,Ascomycota
Spec1382,Ascomycota
Spec1413,Basidiomycota
Spec1467,Basidiomycota
Spec1552,NA
Spec1553,Basidiomycota
Spec1554,Basidiomycota
Spec1555,Basidiomycota
Spec1556,Basidiomycota
Spec1557,Basidiomycota
Spec1558,Basidiomycota
Spec1431,Basidiomycota
Spec1520,Basidiomycota
Spec1559,Basidiomycota
Spec1560,Basidiomycota
Spec1561,Basidiomycota
Spec1435,Basidiomycota
Spec1562,Basidiomycota
Spec1563,Basidiomycota
Spec1564,Basidiomycota
Spec1435,Basidiomycota
Spec1565,Basidiomycota
Spec1415,Basidiomycota
Spec1424,Basidiomycota
Spec1539,Basidiomycota
Spec1420,Basidiomycota
Spec1537,Basidiomycota
Spec1424,Basidiomycota
Spec1474,Basidiomycota
Spec1566,Basidiomycota
Spec1567,Basidiomycota
Spec1568,Basidiomycota
Spec1569,Basidiomycota
Spec1537,Basidiomycota
Spec1484,Basidiomycota
Spec1475,Basidiomycota
Spec1213,Basidiomycota
Spec1485,Basidiomycota
Spec793,Basidiomycota
Spec1570,NA
Spec1570,NA
Spec1571,Basidiomycota
Spec1555,Basidiomycota
Spec793,Basidiomycota
Spec1572,Zoopagomycota
Spec1573,Basidiomycota
Spec1574,Basidiomycota
Spec1575,Basidiomycota
Spec1418,Basidiomycota
Spec1431,Basidiomycota
Spec1431,Basidiomycota
Spec1576,Basidiomycota
Spec1539,Basidiomycota
Spec1556,Basidiomycota
Spec76,Basidiomycota
Spec1577,Basidiomycota
Spec1468,Basidiomycota
Spec1472,Basidiomycota
Spec1468,Basidiomycota
Spec1525,Basidiomycota
Spec1578,Basidiomycota
Spec1579,Basidiomycota
Spec1533,Basidiomycota
Spec1579,Basidiomycota
Spec1580,Basidiomycota
Spec1559,Basidiomycota
Spec1579,Basidiomycota
Spec1581,Basidiomycota
Spec1559,Basidiomycota
Spec1425,Basidiomycota
Spec1554,Basidiomycota
Spec1559,Basidiomycota
Spec1436,Basidiomycota
Spec1436,Basidiomycota
Spec1558,Basidiomycota
Spec1469,Basidiomycota
Spec1557,Basidiomycota
Spec1557,Basidiomycota
Spec1469,Basidiomycota
Spec1425,Basidiomycota
Spec1557,Basidiomycota
Spec1556,Basidiomycota
Spec1426,Basidiomycota
Spec1582,Mucoromycota
Spec1583,Zoopagomycota
Spec1584,Basidiomycota
Spec1585,Mucoromycota
Spec794,Basidiomycota
Spec1586,Basidiomycota
Spec1400,Basidiomycota
Spec1587,Basidiomycota
Spec1588,Basidiomycota
Spec1422,Basidiomycota
Spec1589,Mucoromycota
Spec1590,Mucoromycota
Spec1591,Basidiomycota
Spec1592,Basidiomycota
Spec794,Basidiomycota
Spec1593,Basidiomycota
Spec1478,Basidiomycota
Spec1594,Basidiomycota
Spec1595,Basidiomycota
Spec1579,Basidiomycota
Spec1596,Basidiomycota
Spec1588,Basidiomycota
Spec1597,Basidiomycota
Spec1598,Ascomycota
Spec1599,Ascomycota
Spec1600,Basidiomycota
Spec1601,Basidiomycota
Spec1602,Mucoromycota
Spec1436,Basidiomycota
Spec1491,Basidiomycota
Spec1603,Basidiomycota
Spec1603,Basidiomycota
Spec764,Basidiomycota
Spec1455,Basidiomycota
Spec1447,Basidiomycota
Spec764,Basidiomycota
Spec1604,Basidiomycota
Spec1564,Basidiomycota
Spec1562,Basidiomycota
Spec1605,Basidiomycota
Spec1560,Basidiomycota
Spec1603,Basidiomycota
Spec1375,Basidiomycota
Spec1529,Basidiomycota
Spec1561,Basidiomycota
Spec1606,Basidiomycota
Spec1324,Basidiomycota
Spec1607,Basidiomycota
Spec1608,Basidiomycota
Spec1609,Basidiomycota
Spec1317,Basidiomycota
Spec1610,Basidiomycota
Spec1548,Basidiomycota
Spec1611,Basidiomycota
Spec1609,Basidiomycota
Spec1606,Basidiomycota
Spec1611,Basidiomycota
Spec1607,Basidiomycota
Spec1453,Basidiomycota
Spec1608,Basidiomycota
Spec1548,Basidiomycota
Spec1612,Basidiomycota
Spec1549,Basidiomycota
Spec1613,Basidiomycota
Spec1419,Basidiomycota
Spec1460,Basidiomycota
Spec1614,Basidiomycota
Spec1464,Basidiomycota
Spec1615,Basidiomycota
Spec1391,Basidiomycota
Spec1451,Basidiomycota
Spec1542,Basidiomycota
Spec1549,Basidiomycota
Spec1556,Basidiomycota
Spec1616,Basidiomycota
