SpecID,Subphylum
Spec1617,Basidiomycota
Spec1555,Basidiomycota
Spec1555,Basidiomycota
Spec1405,Basidiomycota
Spec1561,Basidiomycota
Spec1429,Basidiomycota
Spec1560,Basidiomycota
Spec1618,Basidiomycota
Spec1562,Basidiomycota
Spec1534,Basidiomycota
Spec1481,Basidiomycota
Spec1619,Basidiomycota
Spec1620,Basidiomycota
Spec1467,Basidiomycota
Spec1487,Basidiomycota
Spec1492,Basidiomycota
Spec1523,Basidiomycota
Spec1590,Mucoromycota
Spec1621,Mucoromycota
Spec1590,Mucoromycota
Spec1622,Mucoromycota
Spec1583,Zoopagomycota
Spec1623,Mucoromycota
Spec1623,Mucoromycota
Spec1624,Mucoromycota
Spec1625,Mucoromycota
Spec1626,Mucoromycota
Spec1627,Mucoromycota
Spec1628,Mucoromycota
Spec1624,Mucoromycota
Spec1629,Mucoromycota
Spec1625,Mucoromycota
Spec1630,Mucoromycota
Spec1631,Mucoromycota
Spec1632,Mucoromycota
Spec1633,Mucoromycota
Spec1630,Mucoromycota
Spec1590,Mucoromycota
Spec1633,Mucoromycota
Spec1583,Zoopagomycota
Spec1583,Zoopagomycota
Spec1634,Mucoromycota
Spec1589,Mucoromycota
Spec1583,Zoopagomycota
Spec1631,Mucoromycota
Spec1583,Zoopagomycota
Spec1590,Mucoromycota
Spec1620,Basidiomycota
Spec1447,Basidiomycota
Spec1404,Basidiomycota
Spec1611,Basidiomycota
Spec1569,Basidiomycota
Spec1403,Basidiomycota
Spec1486,Basidiomycota
Spec1491,Basidiomycota
Spec1635,Basidiomycota
Spec1636,Basidiomycota
Spec1522,Basidiomycota
Spec1609,Basidiomycota
Spec1637,Basidiomycota
Spec1463,Basidiomycota
Spec1638,Basidiomycota
Spec1639,Mucoromycota
Spec1631,Mucoromycota
Spec1640,Mucoromycota
Spec1625,Mucoromycota
Spec1585,Mucoromycota
Spec1624,Mucoromycota
Spec1585,Mucoromycota
Spec1639,Mucoromycota
Spec1393,Basidiomycota
Spec1621,Mucoromycota
Spec1410,Basidiomycota
Spec1641,Basidiomycota
Spec1642,Mucoromycota
Spec1642,Mucoromycota
Spec1640,Mucoromycota
Spec1642,Mucoromycota
Spec1643,Mucoromycota
Spec1632,Mucoromycota
Spec1623,Mucoromycota
Spec1622,Mucoromycota
Spec1567,Basidiomycota
Spec1642,Mucoromycota
Spec1639,Mucoromycota
Spec1644,Mucoromycota
Spec1645,Mucoromycota
Spec1646,Mucoromycota
Spec1647,Mucoromycota
Spec1629,Mucoromycota
Spec1645,Mucoromycota
Spec1640,Mucoromycota
Spec1629,Mucoromycota
Spec1382,Ascomycota
Spec1402,Basidiomycota
Spec1448,Basidiomycota
Spec1614,Basidiomycota
Spec1564,Basidiomycota
Spec1494,Ascomycota
Spec1648,Basidiomycota
Spec1391,Basidiomycota
Spec1591,Basidiomycota
Spec1556,Basidiomycota
Spec1649,Zoopagomycota
Spec1646,Mucoromycota
Spec1650,Basidiomycota
Spec1651,Basidiomycota
Spec1652,Basidiomycota
Spec1551,Basidiomycota
Spec1,Mucoromycota
Spec1653,Mucoromycota
Spec1654,Mucoromycota
Spec1655,Zoopagomycota
Spec1656,Mucoromycota
Spec1,Mucoromycota
Spec1628,Mucoromycota
Spec1657,Mucoromycota
Spec1653,Mucoromycota
Spec1633,Mucoromycota
Spec1658,Mucoromycota
Spec1659,Mucoromycota
Spec1645,Mucoromycota
Spec1654,Mucoromycota
Spec1660,Mucoromycota
Spec1646,Mucoromycota
Spec1627,Mucoromycota
Spec1643,Mucoromycota
Spec1644,Mucoromycota
Spec1626,Mucoromycota
Spec1626,Mucoromycota
Spec1627,Mucoromycota
Spec1622,Mucoromycota
Spec1661,Mucoromycota
Spec2,Mucoromycota
Spec1628,Mucoromycota
Spec1628,Mucoromycota
Spec1662,NA
Spec1662,NA
Spec1663,Mucoromycota
Spec1655,Zoopagomycota
Spec1477,Basidiomycota
Spec1486,Basidiomycota
Spec759,Basidiomycota
Spec1664,Basidiomycota
Spec1606,Basidiomycota
Spec1393,Basidiomycota
Spec671,Basidiomycota
Spec1486,Basidiomycota
Spec1306,Basidiomycota
Spec1483,Basidiomycota
Spec1460,Basidiomycota
Spec1533,Basidiomycota
Spec1665,Basidiomycota
Spec1306,Basidiomycota
Spec1501,Basidiomycota
Spec1666,Basidiomycota
Spec1615,Basidiomycota
Spec1459,Basidiomycota
Spec1587,Basidiomycota
Spec1667,Basidiomycota
Spec1648,Basidiomycota
Spec1666,Basidiomycota
Spec1603,Basidiomycota
Spec1321,Basidiomycota
Spec1324,Basidiomycota
Spec1615,Basidiomycota
Spec1449,Basidiomycota
Spec1668,Basidiomycota
Spec1669,Basidiomycota
Spec1528,Basidiomycota
Spec1620,Basidiomycota
Spec1293,Mucoromycota
Spec1651,Basidiomycota
Spec1670,Basidiomycota
Spec1499,Basidiomycota
Spec1554,Basidiomycota
Spec1671,Basidiomycota
Spec1549,Basidiomycota
Spec1672,Basidiomycota
Spec1528,Basidiomycota
Spec1673,Basidiomycota
Spec1615,Basidiomycota
Spec1466,Basidiomycota
Spec759,Basidiomycota
Spec1665,Basidiomycota
Spec1673,Basidiomycota
Spec1467,Basidiomycota
Spec1414,Basidiomycota
Spec1213,Basidiomycota
Spec1610,Basidiomycota
Spec1500,Basidiomycota
Spec1499,Basidiomycota
Spec768,Basidiomycota
Spec1581,Basidiomycota
Spec1522,Basidiomycota
Spec1404,Basidiomycota
Spec1558,Basidiomycota
Spec1526,Basidiomycota
Spec1498,Basidiomycota
Spec1562,Basidiomycota
Spec1499,Basidiomycota
Spec76,Basidiomycota
Spec1636,Basidiomycota
Spec1578,Basidiomycota
Spec794,Basidiomycota
Spec1476,Basidiomycota
Spec1403,Basidiomycota
Spec1375,Basidiomycota
Spec1613,Basidiomycota
Spec1543,Basidiomycota
Spec1596,Basidiomycota
Spec1542,Basidiomycota
Spec1579,Basidiomycota
Spec1553,Basidiomycota
Spec1674,Basidiomycota
Spec1636,Basidiomycota
Spec1603,Basidiomycota
Spec1417,Basidiomycota
Spec1328,Basidiomycota
Spec1306,Basidiomycota
Spec1481,Basidiomycota
Spec1581,Basidiomycota
Spec1328,Basidiomycota
Spec1321,Basidiomycota
Spec1455,Basidiomycota
Spec1603,Basidiomycota
Spec1675,Chytridiomycota
Spec1462,Basidiomycota
Spec1306,Basidiomycota
Spec1310,Basidiomycota
Spec1321,Basidiomycota
Spec1668,Basidiomycota
Spec1676,Basidiomycota
Spec1677,Basidiomycota
Spec1467,Basidiomycota
Spec1479,Basidiomycota
Spec1461,Basidiomycota
Spec1373,Basidiomycota
Spec1399,Basidiomycota
Spec1306,Basidiomycota
Spec1649,Zoopagomycota
Spec830,Basidiomycota
Spec1678,Basidiomycota
Spec1478,Basidiomycota
Spec1402,Basidiomycota
Spec1679,Basidiomycota
Spec1375,Basidiomycota
Spec1548,Basidiomycota
Spec1466,Basidiomycota
Spec1550,Basidiomycota
Spec1637,Basidiomycota
Spec1405,Basidiomycota
Spec1680,Basidiomycota
Spec1320,Basidiomycota
Spec1547,Basidiomycota
Spec1481,Basidiomycota
Spec1478,Basidiomycota
Spec1681,Basidiomycota
Spec1525,Basidiomycota
Spec1416,Basidiomycota
Spec1611,Basidiomycota
Spec1682,Mucoromycota
Spec1683,Mucoromycota
Spec1684,Mucoromycota
Spec1685,Mucoromycota
Spec1686,Mucoromycota
Spec1687,Mucoromycota
Spec1688,Mucoromycota
Spec1505,Basidiomycota
Spec1352,Basidiomycota
Spec1689,Basidiomycota
Spec1573,Basidiomycota
Spec1686,Mucoromycota
Spec1688,Mucoromycota
Spec1690,Basidiomycota
Spec1691,Basidiomycota
Spec1692,Mucoromycota
Spec1693,Mucoromycota
Spec1694,Mucoromycota
Spec1695,Zoopagomycota
Spec1696,Mucoromycota
Spec1684,Mucoromycota
Spec1683,Mucoromycota
Spec1697,Mucoromycota
Spec1687,Mucoromycota
Spec1698,Mucoromycota
Spec1682,Mucoromycota
Spec1699,Mucoromycota
Spec1700,NA
Spec1694,Mucoromycota
Spec1701,Mucoromycota
Spec1564,Basidiomycota
Spec1549,Basidiomycota
Spec1548,Basidiomycota
Spec326,Ascomycota
Spec1702,Ascomycota
Spec1489,Basidiomycota
Spec1539,Basidiomycota
Spec1437,Basidiomycota
Spec1320,Basidiomycota
Spec1553,Basidiomycota
Spec1441,Basidiomycota
Spec1703,Basidiomycota
Spec1047,Ascomycota
Spec1533,Basidiomycota
Spec1704,Ascomycota
Spec1504,Basidiomycota
Spec1705,Mucoromycota
Spec1518,Basidiomycota
Spec1506,Basidiomycota
Spec1706,Mucoromycota
Spec1418,Basidiomycota
Spec1705,Mucoromycota
Spec1423,Basidiomycota
Spec1503,Basidiomycota
Spec1512,Basidiomycota
Spec1510,Basidiomycota
Spec1433,Basidiomycota
Spec1510,Basidiomycota
Spec1517,Basidiomycota
Spec1511,Basidiomycota
Spec1513,Basidiomycota
Spec1640,Mucoromycota
Spec1707,Mucoromycota
Spec1698,Mucoromycota
Spec1285,Mucoromycota
Spec1701,Mucoromycota
Spec1701,Mucoromycota
Spec1694,Mucoromycota
Spec1621,Mucoromycota
Spec1699,Mucoromycota
Spec1644,Mucoromycota
Spec1590,Mucoromycota
Spec1683,Mucoromycota
Spec1639,Mucoromycota
Spec1684,Mucoromycota
Spec1626,Mucoromycota
Spec1708,Mucoromycota
Spec1634,Mucoromycota
Spec1630,Mucoromycota
Spec1692,Mucoromycota
Spec1682,Mucoromycota
Spec1692,Mucoromycota
Spec1687,Mucoromycota
Spec1495,Mucoromycota
Spec1700,NA
Spec1686,Mucoromycota
Spec1709,Zoopagomycota
Spec1700,NA
Spec1682,Mucoromycota
Spec1709,Zoopagomycota
Spec1683,Mucoromycota
Spec1700,NA
Spec1688,Mucoromycota
Spec1710,Mucoromycota
Spec1685,Mucoromycota
Spec1699,Mucoromycota
Spec1709,Zoopagomycota
Spec1711,Mucoromycota
Spec1698,Mucoromycota
Spec1711,Mucoromycota
Spec1712,Mucoromycota
Spec1708,Mucoromycota
Spec1687,Mucoromycota
Spec1709,Zoopagomycota
Spec1709,Zoopagomycota
Spec1712,Mucoromycota
Spec1709,Zoopagomycota
Spec1684,Mucoromycota
Spec1708,Mucoromycota
Spec1685,Mucoromycota
Spec1645,Mucoromycota
Spec1647,Mucoromycota
Spec1626,Mucoromycota
Spec1353,Basidiomycota
Spec1713,Mucoromycota
Spec1708,Mucoromycota
Spec1685,Mucoromycota
Spec1699,Mucoromycota
Spec1682,Mucoromycota
Spec1629,Mucoromycota
Spec1645,Mucoromycota
Spec1697,Mucoromycota
Spec1642,Mucoromycota
Spec1714,Ascomycota
Spec1715,Mucoromycota
Spec1657,Mucoromycota
Spec1716,Mucoromycota
Spec1357,Basidiomycota
Spec1717,Mucoromycota
Spec1354,Basidiomycota
Spec1509,Basidiomycota
Spec1346,Basidiomycota
Spec1632,Mucoromycota
Spec1718,Basidiomycota
Spec1713,Mucoromycota
Spec1719,Zoopagomycota
Spec1695,Zoopagomycota
Spec1585,Mucoromycota
Spec1553,Basidiomycota
Spec1720,Basidiomycota
Spec1721,Basidiomycota
Spec1415,Basidiomycota
Spec1722,Basidiomycota
Spec1723,Basidiomycota
Spec1525,Basidiomycota
Spec1713,Mucoromycota
Spec1592,Basidiomycota
Spec1695,Zoopagomycota
Spec1700,NA
Spec794,Basidiomycota
Spec1551,Basidiomycota
Spec1529,Basidiomycota
Spec1399,Basidiomycota
Spec1649,Zoopagomycota
Spec1572,Zoopagomycota
Spec1682,Mucoromycota
Spec1312,Basidiomycota
Spec1706,Mucoromycota
Spec1724,Basidiomycota
Spec1508,Basidiomycota
Spec1725,Basidiomycota
Spec793,Basidiomycota
Spec1429,Basidiomycota
Spec1726,Basidiomycota
Spec1680,Basidiomycota
Spec1570,NA
Spec1552,NA
Spec1675,Chytridiomycota
Spec1727,Basidiomycota
Spec1613,Basidiomycota
Spec1728,Basidiomycota
Spec1722,Basidiomycota
Spec1729,Mucoromycota
Spec1717,Mucoromycota
Spec1719,Zoopagomycota
Spec1697,Mucoromycota
Spec1705,Mucoromycota
Spec1730,Zoopagomycota
Spec1613,Basidiomycota
Spec1731,Basidiomycota
Spec1343,Basidiomycota
Spec1718,Basidiomycota
Spec1418,Basidiomycota
Spec1413,Basidiomycota
Spec1688,Mucoromycota
Spec1683,Mucoromycota
Spec1686,Mucoromycota
Spec1643,Mucoromycota
Spec1717,Mucoromycota
Spec1708,Mucoromycota
Spec1687,Mucoromycota
Spec1701,Mucoromycota
Spec1682,Mucoromycota
Spec1632,Mucoromycota
Spec1694,Mucoromycota
Spec1590,Mucoromycota
Spec1285,Mucoromycota
Spec1687,Mucoromycota
Spec1633,Mucoromycota
Spec1732,Chytridiomycota
Spec1501,Basidiomycota
Spec1627,Mucoromycota
Spec1679,Basidiomycota
Spec1349,Basidiomycota
Spec1554,Basidiomycota
Spec1733,Basidiomycota
Spec1612,Basidiomycota
Spec1624,Mucoromycota
Spec1495,Mucoromycota
Spec754,Mucoromycota
Spec1646,Mucoromycota
Spec1630,Mucoromycota
Spec844,Mucoromycota
Spec1623,Mucoromycota
Spec1708,Mucoromycota
Spec1628,Mucoromycota
Spec1672,Basidiomycota
Spec1734,Zoopagomycota
Spec1692,Mucoromycota
Spec76,Basidiomycota
Spec1689,Basidiomycota
Spec1539,Basidiomycota
Spec1334,Basidiomycota
Spec1705,Mucoromycota
Spec1697,Mucoromycota
Spec1690,Basidiomycota
Spec1681,Basidiomycota
Spec1465,Basidiomycota
Spec1345,Basidiomycota
Spec1539,Basidiomycota
Spec1649,Zoopagomycota
Spec1631,Mucoromycota
Spec1711,Mucoromycota
Spec1630,Mucoromycota
Spec1700,NA
Spec1692,Mucoromycota
Spec1700,NA
Spec1693,Mucoromycota
Spec1625,Mucoromycota
Spec1711,Mucoromycota
Spec1463,Basidiomycota
Spec1735,Basidiomycota
Spec1447,Basidiomycota
Spec1695,Zoopagomycota
Spec1535,Basidiomycota
Spec1736,Basidiomycota
Spec1706,Mucoromycota
Spec1737,Basidiomycota
Spec1734,Zoopagomycota
Spec774,Basidiomycota
Spec1416,Basidiomycota
Spec1628,Mucoromycota
Spec1706,Mucoromycota
Spec1738,Mucoromycota
Spec1636,Basidiomycota
Spec1568,Basidiomycota
Spec1328,Basidiomycota
Spec1486,Basidiomycota
Spec1561,Basidiomycota
Spec1431,Basidiomycota
Spec1379,Ascomycota
Spec1739,Zoopagomycota
Spec1740,Basidiomycota
Spec1580,Basidiomycota
Spec1591,Basidiomycota
Spec1741,Basidiomycota
Spec1499,Basidiomycota
Spec1493,Basidiomycota
Spec1742,Basidiomycota
Spec671,Basidiomycota
Spec1670,Basidiomycota
Spec1743,Ascomycota
Spec1740,Basidiomycota
Spec1380,Ascomycota
Spec1744,Mucoromycota
Spec1419,Basidiomycota
Spec1520,Basidiomycota
Spec1577,Basidiomycota
Spec1413,Basidiomycota
Spec1563,Basidiomycota
Spec1362,Basidiomycota
Spec1745,Basidiomycota
Spec1391,Basidiomycota
Spec1501,Basidiomycota
Spec1487,Basidiomycota
Spec1487,Basidiomycota
Spec1596,Basidiomycota
Spec1546,Basidiomycota
Spec1665,Basidiomycota
Spec1478,Basidiomycota
Spec1594,Basidiomycota
Spec1563,Basidiomycota
Spec1593,Basidiomycota
Spec1723,Basidiomycota
Spec1555,Basidiomycota
Spec1595,Basidiomycota
Spec1605,Basidiomycota
Spec1421,Basidiomycota
Spec1581,Basidiomycota
Spec1635,Basidiomycota
Spec1306,Basidiomycota
Spec1544,Basidiomycota
Spec1317,Basidiomycota
Spec1746,Basidiomycota
Spec1527,Basidiomycota
Spec1306,Basidiomycota
Spec1478,Basidiomycota
Spec1691,Basidiomycota
Spec1328,Basidiomycota
Spec1317,Basidiomycota
Spec1636,Basidiomycota
Spec1747,Basidiomycota
Spec1551,Basidiomycota
Spec1306,Basidiomycota
Spec1411,Basidiomycota
Spec1733,Basidiomycota
Spec1748,Basidiomycota
Spec830,Basidiomycota
Spec1728,Basidiomycota
Spec1490,Basidiomycota
Spec1749,Basidiomycota
Spec1750,Basidiomycota
Spec1749,Basidiomycota
Spec1751,Basidiomycota
Spec1752,Zoopagomycota
Spec1749,Basidiomycota
Spec1753,Basidiomycota
Spec1751,Basidiomycota
Spec1754,Basidiomycota
Spec1755,Basidiomycota
Spec1555,Basidiomycota
Spec1756,Basidiomycota
Spec1467,Basidiomycota
Spec1757,Basidiomycota
Spec1758,Basidiomycota
Spec1671,Basidiomycota
Spec1524,Basidiomycota
Spec1759,Basidiomycota
Spec1760,Basidiomycota
Spec1758,Basidiomycota
Spec1612,Basidiomycota
Spec1620,Basidiomycota
Spec1496,Basidiomycota
Spec1715,Mucoromycota
Spec1761,Basidiomycota
Spec1762,Basidiomycota
Spec1522,Basidiomycota
Spec1752,Zoopagomycota
Spec1763,Basidiomycota
Spec1764,Basidiomycota
Spec1765,Basidiomycota
Spec1766,Basidiomycota
Spec1767,Basidiomycota
Spec1768,Basidiomycota
Spec1769,Basidiomycota
Spec1724,Basidiomycota
Spec1490,Basidiomycota
Spec1720,Basidiomycota
Spec1724,Basidiomycota
Spec1749,Basidiomycota
Spec1724,Basidiomycota
Spec1770,Basidiomycota
Spec1768,Basidiomycota
Spec1386,Basidiomycota
Spec1771,Basidiomycota
Spec1770,Basidiomycota
Spec1720,Basidiomycota
Spec1454,Basidiomycota
Spec1772,Basidiomycota
Spec1773,Basidiomycota
Spec1546,Basidiomycota
Spec1774,Ascomycota
Spec1775,Basidiomycota
Spec1776,Basidiomycota
Spec1738,Mucoromycota
Spec1657,Mucoromycota
Spec1657,Mucoromycota
Spec830,Basidiomycota
Spec1725,Basidiomycota
Spec1666,Basidiomycota
Spec1635,Basidiomycota
Spec1552,NA
Spec1425,Basidiomycota
Spec1606,Basidiomycota
Spec1775,Basidiomycota
Spec1425,Basidiomycota
Spec1561,Basidiomycota
Spec1676,Basidiomycota
Spec1564,Basidiomycota
Spec1777,Basidiomycota
Spec1554,Basidiomycota
Spec1562,Basidiomycota
Spec1443,Basidiomycota
Spec1385,Basidiomycota
Spec1752,Zoopagomycota
Spec1778,Basidiomycota
Spec1779,Zoopagomycota
Spec1373,Basidiomycota
Spec1667,Basidiomycota
Spec1780,Zoopagomycota
Spec1781,Basidiomycota
Spec1550,Basidiomycota
Spec1751,Basidiomycota
Spec1782,Basidiomycota
Spec1524,Basidiomycota
Spec1724,Basidiomycota
Spec1783,Basidiomycota
Spec1653,Mucoromycota
Spec1783,Basidiomycota
Spec1784,Chytridiomycota
Spec1654,Mucoromycota
Spec1458,Basidiomycota
Spec1785,Mucoromycota
Spec1744,Mucoromycota
Spec768,Basidiomycota
Spec1476,Basidiomycota
Spec1594,Basidiomycota
Spec1560,Basidiomycota
Spec1786,Basidiomycota
Spec1729,Mucoromycota
Spec1593,Basidiomycota
Spec1728,Basidiomycota
Spec1787,Mucoromycota
Spec1788,Ascomycota
Spec1462,Basidiomycota
Spec1789,Basidiomycota
Spec1790,Basidiomycota
Spec1791,Basidiomycota
Spec1792,Mucoromycota
Spec1308,Mucoromycota
Spec1667,Basidiomycota
Spec1493,Basidiomycota
Spec1605,Basidiomycota
Spec1793,Zoopagomycota
Spec793,Basidiomycota
Spec1565,Basidiomycota
Spec1439,Basidiomycota
Spec1794,Basidiomycota
Spec1563,Basidiomycota
Spec1435,Basidiomycota
Spec1735,Basidiomycota
Spec1728,Basidiomycota
Spec1429,Basidiomycota
Spec1795,Zoopagomycota
Spec851,Ascomycota
Spec1796,Basidiomycota
Spec1765,Basidiomycota
Spec1797,Basidiomycota
Spec1425,Basidiomycota
Spec1781,Basidiomycota
Spec1608,Basidiomycota
Spec1747,Basidiomycota
Spec1726,Basidiomycota
Spec1759,Basidiomycota
Spec1463,Basidiomycota
Spec1798,Basidiomycota
Spec1799,Basidiomycota
Spec1444,Basidiomycota
Spec1800,Basidiomycota
Spec1801,Chytridiomycota
Spec1450,Basidiomycota
Spec1595,Basidiomycota
Spec1611,Basidiomycota
Spec1759,Basidiomycota
Spec1802,Mucoromycota
Spec1569,Basidiomycota
Spec1413,Basidiomycota
Spec1803,Basidiomycota
Spec1804,Basidiomycota
Spec1430,Basidiomycota
Spec1789,Basidiomycota
Spec1737,Basidiomycota
Spec1805,Basidiomycota
Spec1806,Basidiomycota
Spec1797,Basidiomycota
Spec1595,Basidiomycota
Spec1807,Basidiomycota
Spec1313,Basidiomycota
Spec1808,Basidiomycota
Spec1809,Basidiomycota
Spec1810,Basidiomycota
Spec1519,Basidiomycota
Spec1745,Basidiomycota
Spec1427,Basidiomycota
Spec1811,Basidiomycota
Spec1812,NA
Spec1813,Basidiomycota
Spec1814,Basidiomycota
Spec1813,Basidiomycota
Spec1815,Chytridiomycota
Spec1681,Basidiomycota
Spec1457,Basidiomycota
Spec1610,Basidiomycota
Spec1559,Basidiomycota
Spec1681,Basidiomycota
Spec1678,Basidiomycota
Spec1456,Basidiomycota
Spec1455,Basidiomycota
Spec1816,Chytridiomycota
Spec1778,Basidiomycota
Spec1817,Chytridiomycota
Spec1759,Basidiomycota
Spec1316,Chytridiomycota
Spec1818,Chytridiomycota
Spec671,Basidiomycota
Spec1026,Basidiomycota
Spec1782,Basidiomycota
Spec1819,Basidiomycota
Spec1820,Basidiomycota
Spec1604,Basidiomycota
Spec1821,Basidiomycota
Spec1756,Basidiomycota
Spec1737,Basidiomycota
Spec1483,Basidiomycota
Spec1819,Basidiomycota
Spec1669,Basidiomycota
Spec1808,Basidiomycota
Spec1499,Basidiomycota
Spec1809,Basidiomycota
Spec1523,Basidiomycota
Spec1575,Basidiomycota
Spec1604,Basidiomycota
Spec1800,Basidiomycota
Spec1677,Basidiomycota
Spec1544,Basidiomycota
Spec1822,Mucoromycota
Spec1823,Mucoromycota
Spec1824,Mucoromycota
Spec1825,Mucoromycota
Spec1823,Mucoromycota
Spec1826,Mucoromycota
Spec1388,Chytridiomycota
Spec1780,Zoopagomycota
Spec1388,Chytridiomycota
Spec1827,Chytridiomycota
Spec1801,Chytridiomycota
Spec1827,Chytridiomycota
Spec1749,Basidiomycota
Spec1828,Mucoromycota
Spec1829,Mucoromycota
Spec1825,Mucoromycota
Spec1830,Mucoromycota
Spec1831,Mucoromycota
Spec1832,Mucoromycota
Spec1823,Mucoromycota
Spec1822,Mucoromycota
Spec1833,Mucoromycota
Spec1824,Mucoromycota
Spec1834,Mucoromycota
Spec1835,Mucoromycota
Spec1825,Mucoromycota
Spec1836,Basidiomycota
Spec1837,Basidiomycota
Spec1568,Basidiomycota
Spec1808,Basidiomycota
Spec1750,Basidiomycota
Spec1440,Basidiomycota
Spec1726,Basidiomycota
Spec1838,Basidiomycota
Spec1839,Mucoromycota
Spec1840,Basidiomycota
Spec1674,Basidiomycota
Spec1440,Basidiomycota
Spec1478,Basidiomycota
Spec1754,Basidiomycota
Spec1571,Basidiomycota
Spec1677,Basidiomycota
Spec1841,Basidiomycota
Spec1664,Basidiomycota
Spec1737,Basidiomycota
Spec1439,Basidiomycota
Spec1461,Basidiomycota
Spec1842,Blastocladiomycota
Spec1651,Basidiomycota
Spec1669,Basidiomycota
Spec1580,Basidiomycota
Spec1670,Basidiomycota
Spec1843,Basidiomycota
Spec1655,Zoopagomycota
Spec1812,NA
Spec1844,Chytridiomycota
Spec1816,Chytridiomycota
Spec1845,Chytridiomycota
Spec1820,Basidiomycota
Spec1809,Basidiomycota
Spec1727,Basidiomycota
Spec1742,Basidiomycota
Spec1846,Blastocladiomycota
Spec1530,Basidiomycota
Spec1847,Basidiomycota
Spec1655,Zoopagomycota
Spec1340,Chytridiomycota
Spec1395,Chytridiomycota
Spec1848,Basidiomycota
Spec1779,Zoopagomycota
Spec1654,Mucoromycota
Spec1807,Basidiomycota
Spec1849,Chytridiomycota
Spec1850,Basidiomycota
Spec1851,Basidiomycota
Spec1852,Basidiomycota
Spec1782,Basidiomycota
Spec1853,Mucoromycota
Spec1652,Basidiomycota
Spec1834,Mucoromycota
Spec1854,Zoopagomycota
Spec1854,Zoopagomycota
Spec1855,Basidiomycota
Spec1789,Basidiomycota
Spec1856,Mucoromycota
Spec1857,Mucoromycota
Spec1834,Mucoromycota
Spec1857,Mucoromycota
Spec1858,Mucoromycota
Spec1856,Mucoromycota
Spec1834,Mucoromycota
Spec1418,Basidiomycota
Spec1859,Basidiomycota
Spec1635,Basidiomycota
Spec1576,Basidiomycota
Spec1819,Basidiomycota
Spec1441,Basidiomycota
Spec1860,Basidiomycota
Spec1844,Chytridiomycota
Spec1460,Basidiomycota
Spec1854,Zoopagomycota
Spec1460,Basidiomycota
Spec1861,Chytridiomycota
Spec1307,Chytridiomycota
Spec1862,Ascomycota
Spec1562,Basidiomycota
Spec1595,Basidiomycota
Spec192,Basidiomycota
Spec1563,Basidiomycota
Spec1741,Basidiomycota
Spec1763,Basidiomycota
Spec1863,Basidiomycota
Spec1797,Basidiomycota
Spec1561,Basidiomycota
Spec1558,Basidiomycota
Spec1864,Basidiomycota
Spec1482,Basidiomycota
Spec1771,Basidiomycota
Spec1840,Basidiomycota
Spec1395,Chytridiomycota
Spec1865,Basidiomycota
Spec1764,Basidiomycota
Spec1740,Basidiomycota
Spec1426,Basidiomycota
Spec1773,Basidiomycota
Spec1587,Basidiomycota
Spec1676,Basidiomycota
Spec1499,Basidiomycota
Spec1719,Zoopagomycota
Spec1728,Basidiomycota
Spec1866,Mucoromycota
Spec1528,Basidiomycota
Spec1588,Basidiomycota
Spec1658,Mucoromycota
Spec1787,Mucoromycota
Spec1657,Mucoromycota
Spec1867,Basidiomycota
Spec1868,Basidiomycota
Spec1869,Basidiomycota
Spec1447,Basidiomycota
Spec1446,Basidiomycota
Spec1869,Basidiomycota
Spec1447,Basidiomycota
Spec1783,Basidiomycota
Spec1870,Basidiomycota
Spec1492,Basidiomycota
Spec830,Basidiomycota
Spec1871,Basidiomycota
Spec1666,Basidiomycota
Spec1484,Basidiomycota
Spec1578,Basidiomycota
Spec1662,NA
Spec1436,Basidiomycota
Spec1641,Basidiomycota
Spec1872,Basidiomycota
Spec1557,Basidiomycota
Spec1450,Basidiomycota
Spec1745,Basidiomycota
Spec1730,Zoopagomycota
Spec1813,Basidiomycota
Spec1859,Basidiomycota
Spec1805,Basidiomycota
Spec1873,Chytridiomycota
Spec1432,Basidiomycota
Spec1874,Ascomycota
Spec1650,Basidiomycota
Spec1811,Basidiomycota
Spec1854,Zoopagomycota
Spec1763,Basidiomycota
Spec1552,NA
Spec1868,Basidiomycota
Spec1875,Basidiomycota
Spec1574,Basidiomycota
Spec1756,Basidiomycota
Spec1558,Basidiomycota
Spec1614,Basidiomycota
Spec1863,Basidiomycota
Spec1723,Basidiomycota
Spec1304,Basidiomycota
Spec1786,Basidiomycota
Spec1876,Basidiomycota
Spec1424,Basidiomycota
Spec1877,Ascomycota
Spec1878,Basidiomycota
Spec1712,Mucoromycota
Spec1751,Basidiomycota
Spec1865,Basidiomycota
Spec1306,Basidiomycota
Spec1575,Basidiomycota
Spec1541,Basidiomycota
Spec1878,Basidiomycota
Spec1870,Basidiomycota
Spec1878,Basidiomycota
Spec1724,Basidiomycota
Spec1879,Basidiomycota
Spec499,Ascomycota
Spec1560,Basidiomycota
Spec1798,Basidiomycota
Spec1725,Basidiomycota
Spec1421,Basidiomycota
Spec800,Ascomycota
Spec1878,Basidiomycota
Spec1678,Basidiomycota
Spec1724,Basidiomycota
Spec1656,Mucoromycota
Spec1681,Basidiomycota
Spec1520,Basidiomycota
Spec1313,Basidiomycota
Spec1739,Zoopagomycota
Spec1777,Basidiomycota
Spec1880,Mucoromycota
Spec1751,Basidiomycota
Spec1878,Basidiomycota
Spec1871,Basidiomycota
Spec1543,Basidiomycota
Spec1750,Basidiomycota
